#NAME	LK-P2	SB-P1	PM-P3	AW-SD2	UNZ-SD2	DH-SD2	BF-SD3	EP-SD1	AL-SD3	RK-SD1	BS-SD3	DSR-SD3	EK-P3	RvO-P2	KB-P1	WB-P1	NK-P3	IV-P2	GM11	EW-SD1	DG-SD1
Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;uncultured;NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Alkalibacteraceae;Alkalibacter	0	0	0	2	1	1	0	1	0	2	2	1	0	0	0	0	0	0	0	5	3
Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium	6	1	2	0	0	0	0	0	0	0	0	0	3	1	0	3	0	2	0	3	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitalea	331	55	3	0	8	2	1	0	0	0	0	0	4	96	15	49	0	180	1	323	49
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae UCG-011	81	10	11	1	4	2	0	20	0	1	0	0	6	6	9	4	0	10	0	15	1
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Abyssivirga	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerosporobacter	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostignum	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	1	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Cellulosilyticum	2	11035	419	1	0	1	0	0	0	0	2	1	0	33	34	2960	0	85	0	0	1
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix	1	51	33	0	0	1	0	0	0	0	0	0	3	4	4	28	0	3	0	3	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Mobilitalea	0	1	43	0	0	0	0	0	0	0	0	0	3	2	0	27	0	3	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Natranaerovirga	3	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	2	4	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured	196	210	188	2	12	5	0	13	0	1	2	3	24	75	43	219	0	119	0	109	12
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Vallitalea	33	10	2	0	1	1	0	1	0	0	0	1	0	9	1	8	0	35	0	31	6
Bacteria;Firmicutes;Clostridia;MAT-CR-H4-C10;NA;NA	13	1	2	0	1	1	0	0	0	0	0	0	0	5	2	1	0	3	0	7	0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus	2	7	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;NA;Gracilibacteraceae;Lutispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Acetanaerobacterium	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Acetivibrio	752	3762	1781	0	0	1	0	0	0	0	1	0	477	66	107	789	0	159	1	0	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Anaerobacterium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ercella	30	2	6	1	5	2	0	15	0	2	2	2	4	15	3	6	0	17	0	10	4
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;HN-HF0106	8	6	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	3	0	4	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Hungateiclostridium	2	14	51	1	0	0	0	0	0	0	0	0	1	1	0	2	0	3	0	2	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Pseudobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium	159	212	434	1	2	0	0	3	0	0	1	2	230	334	348	1062	0	711	0	3	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Saccharofermentans	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;UCG-012	26	25	19	3	19	9	1	18	2	6	22	8	9	14	13	14	0	4	0	15	3
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;uncultured	412	359	142	14	40	36	7	84	2	15	36	33	77	159	105	207	0	248	0	73	12
Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;Hydrogenoanaerobacterium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter	4	1	2	0	0	0	0	0	0	0	2	0	0	1	3	1	0	1	0	5	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group	278	242	183	5	35	35	2	5	0	0	3	8	60	119	45	171	0	124	0	449	67
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter	3	1	1	0	0	1	0	0	0	0	0	0	1	1	0	6	0	0	0	1	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Sporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured	1	1	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	3	0	2	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus	13	3210	6	0	0	0	1	1	0	0	0	1	0	78	43	3148	0	179	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA	12	27	10	0	0	1	0	0	0	0	0	0	3	4	2	52	0	11	0	2	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;uncultured;NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Dehalobacterium	15	0	12	0	1	1	0	0	0	0	0	0	2	3	1	1	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Desulfitispora	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Desulfonispora	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured	223	206	87	1	6	17	3	14	2	7	3	4	38	47	46	91	0	41	1	139	21
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Acidaminobacteraceae;Acidaminobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] brachy group	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Amnipila	142	361	152	4	28	22	4	0	2	0	2	4	22	67	25	265	0	194	0	400	53
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax	35	39	31	1	4	5	0	7	2	0	0	1	6	17	5	26	0	20	0	38	2
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;NA	3	11	1	1	5	0	0	0	0	0	0	0	0	4	17	4	0	5	0	6	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;S5-A14a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;uncultured	0	1	2	4	5	1	0	61	0	4	2	5	0	0	8	1	0	2	0	5	2
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Caminicellaceae;Caminicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Caminicellaceae;Paramaledivibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Dethiosulfatibacteraceae;Dethiosulfatibacter	488	160	262	13	58	30	5	131	2	22	16	25	171	68	86	82	0	98	0	196	30
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Tissierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter	11	4	9	3	1	3	0	19	0	1	4	2	1	0	17	10	0	1	0	19	3
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;GoM-GC232-4463-Bac1;NA	8	7	3	3	8	3	1	4	0	3	2	1	2	3	14	9	0	2	0	6	3
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Anaeromicrobium	4	7	3	0	9	2	0	2	0	3	0	4	3	23	3	13	0	29	0	8	2
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Brassicibacter	1	5	4	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	1	2	1
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Clostridiisalibacter	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Gottschalkia	17	13	10	1	0	3	0	5	0	0	0	2	5	6	20	2	0	8	1	5	1
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Guggenheimella	17	2	5	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;JTB215	815	685	495	35	111	104	11	136	12	33	36	33	243	182	223	600	0	279	0	201	44
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;livecontrolB21	1472	866	710	64	165	131	24	62	20	9	86	82	317	425	240	313	0	525	0	638	146
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;MCWD3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Sporosalibacterium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paeniclostridium	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paraclostridium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptoclostridium	3	2	5	5	6	9	0	3	0	2	4	1	5	6	3	6	0	19	0	9	2
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia	10	4	5	0	2	1	0	2	0	1	0	1	0	1	4	6	0	1	0	8	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Tepidibacter	2	8	7	2	5	3	0	0	0	0	1	0	1	13	6	8	0	6	0	4	2
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;uncultured	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Proteiniboraceae;Proteiniborus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter	15	28	6	0	1	0	0	1	0	0	0	0	2	8	0	4	0	5	0	21	1
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Thermotaleaceae;Crassaminicella	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0
Bacteria;Firmicutes;Clostridia;Proteinivoracales;uncultured;NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Thermincolales;Thermincolaceae;Thermincola	2	5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4	4	2
Bacteria;Firmicutes;Clostridia;uncultured;NA;NA	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	0	0
Bacteria;Firmicutes;D8A-2;NA;NA;NA	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	3	1
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus	8	5	9	0	0	0	0	0	0	0	0	0	1	1	0	17	0	2	0	11	0
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;NA;TC1	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae;Dehalobacter	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;uncultured;NA	81	23	9	1	3	5	5	7	1	8	5	7	5	37	24	16	0	23	0	32	12
Bacteria;Firmicutes;Desulfotomaculia;Ammonifexales;Ammonificaceae;Thermodesulfitimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculaceae;Desulfofarcimen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculaceae;Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculales Incertae Sedis;Desulfallas-Sporotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculales Incertae Sedis;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfurisporaceae;SCADC1-2-3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculaceae;Cryptanaerobacter	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculaceae;Pelotomaculum	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1
Bacteria;Firmicutes;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Dethiobacter	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Bacteria;Firmicutes;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Incertae Sedis;DTU014;NA;NA	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochorda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;NA	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0
Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Limnochordia;M55-D21;NA;NA	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;MBA03;NA;NA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;NA;NA;Hydrogenispora	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Moorellia;Desulfitibacterales;Desulfitibacteraceae;Desulfitibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succinispira	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;uncultured	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;uncultured;NA;NA	2	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales;Sulfobacillaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas	31	31	21	0	3	3	2	0	1	2	1	0	1	16	2	42	0	44	0	67	12
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;Thermacetogenium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Caloribacterium	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;TSAC18;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;uncultured;NA;NA;NA	11	44	26	0	0	0	51	0	34	0	0	0	7	2	2	26	0	3	0	19	3
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter	3	12	8	2	2	2	0	2	0	1	1	2	1	0	2	6	0	2	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium	0	0	0	2	5	4	0	6	0	1	3	6	0	0	6	0	0	0	0	4	2
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Psychrilyobacter	1	4	1	3	7	7	0	10	0	10	2	4	4	0	26	6	0	2	0	7	2
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Hypnocyclicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;FW113;NA;NA;NA;NA	6	3	7	0	0	0	0	2	1	0	0	0	7	0	2	6	0	0	0	5	2
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;NA;NA;NA	12	40	26	15	27	33	0	29	0	24	68	16	6	17	28	9	0	6	0	15	7
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured	3	2	1	1	3	1	0	5	1	4	4	3	4	0	11	1	0	0	0	2	0
Bacteria;Gemmatimonadota;MD2902-B12;NA;NA;NA	15	11	15	1	7	3	0	4	0	3	3	1	11	18	4	4	0	7	0	5	6
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;NA;NA;NA	27	19	44	1	6	6	1	5	1	0	9	2	54	12	11	17	0	9	0	18	6
Bacteria;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;GN01;NA;NA;NA;NA	10	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halocella	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Acetohalobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Fuchsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
