#NAME	LK-P2	SB-P1	PM-P3	AW-SD2	UNZ-SD2	DH-SD2	BF-SD3	EP-SD1	AL-SD3	RK-SD1	BS-SD3	DSR-SD3	EK-P3	RvO-P2	KB-P1	WB-P1	NK-P3	IV-P2	GM11	EW-SD1	DG-SD1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;BRH-c57	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Riegeria	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured	0	2	0	0	2	3	0	1	0	4	2	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;Terasakiella	0	0	0	0	0	0	26	0	27	1	0	0	0	0	0	2	0	6	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;uncultured	0	16	0	8	20	33	0	2	0	8	4	0	0	2	3	2	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira	0	0	0	0	0	1	0	0	1	1	0	0	0	22	0	0	0	17	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;NA	0	0	0	0	0	2	0	0	0	0	3	1	0	7	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;MD3-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA	5	33	6	28	62	30	10	213	7	135	8	25	5	0	204	6	0	0	0	40	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;NA	0	0	0	1	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Oceanibacterium	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella	0	36	0	2	11	4	0	7	1	8	7	0	0	22	3	0	0	6	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;uncultured	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter	0	2	2	1	2	0	0	1	0	0	0	1	3	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter	1	0	1	0	0	8	0	0	0	0	1	2	1	1	3	0	0	0	0	5	2
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	0	2	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis	1	10	0	1	3	1	0	0	0	1	2	2	0	0	0	1	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus	1	33	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;uncultured	2	2	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;Nisaea	0	0	0	0	4	2	0	0	0	0	6	2	0	24	0	0	0	8	0	3	1
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;OM75 clade	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Oceanibaculaceae;Oceanibaculum	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Thalassobaculaceae;Thalassobaculum	0	1	0	4	5	1	0	0	0	3	14	1	0	1	0	0	0	0	0	4	3
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;NA	4	79	5	12	85	304	1	11	0	20	36	8	2	20	26	2	0	3	0	2	2
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;uncultured	1	2	2	1	12	23	0	7	1	10	20	3	2	11	7	1	0	2	0	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;NA;NA	4	35	5	3	24	25	5	2	5	7	25	10	2	17	13	1	0	5	0	5	3
Bacteria;Proteobacteria;Alphaproteobacteria;Zavarziniales;uncultured;NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;1013-28-CG33;NA;NA	0	0	0	0	0	0	0	3	0	0	0	0	0	114	0	0	0	18	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;uncultured	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Candidatus Thiosymbion	0	21	1	2	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Thiolapillus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured	5	34	12	15	43	27	19	8	22	8	38	15	13	0	51	4	0	1	0	14	7
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s16;NA;NA	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;NA;NA	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;B108;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	7	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;NA;NA	10	35	54	6	20	13	0	17	1	4	7	3	12	4	31	18	0	9	0	17	6
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;NA;NA	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;BD72BR169;NA;NA	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae;Candidatus Marithrix	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae;uncultured	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98 freshwater group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Candidatus Nitrotoga	0	0	1	6	18	10	0	44	0	20	4	3	0	0	0	0	0	0	0	5	3
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionella	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans	0	0	0	0	2	2	0	10	0	1	8	3	0	0	0	0	0	0	0	3	1
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera	0	68	0	0	1	1	2	2	3	0	1	0	0	0	0	0	0	1	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;IS-44	3	3	3	0	3	2	0	4	0	4	17	3	1	1	12	1	0	1	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas	0	25	4	12	38	21	0	20	0	14	26	15	3	80	44	2	0	24	0	13	1
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Azoarcus	0	0	0	0	2	1	0	0	0	0	12	0	0	2	0	0	0	0	0	3	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Denitromonas	1	0	0	4	11	11	0	0	0	0	43	5	0	0	0	1	0	0	0	7	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;uncultured	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;CCD24;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;CH2b56;NA;NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;CHAB-XI-27;NA;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios	20	80	47	31	75	36	3	80	2	58	70	27	53	155	103	27	0	58	0	38	15
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium	3	41	8	2	6	12	3	16	4	15	8	0	5	2	6	5	0	1	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis	1	15	4	1	8	4	0	6	1	0	18	3	10	1	17	2	0	0	0	4	1
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Marichromatium	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Phaeochromatium	429	0	0	0	1	0	0	9	0	4	1	0	0	192	0	0	0	131	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiococcus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis	0	0	0	0	1	1	821	0	1001	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalobacter	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa	8	88	25	8	57	75	3	46	2	32	74	17	14	2	34	19	0	2	0	16	2
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiophaeococcus	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus	93	0	0	2	2	1	131	12	156	9	1	1	0	0	0	0	0	1	0	2	2
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;uncultured	0	14	1	3	11	9	0	3	0	2	10	1	0	0	19	1	0	0	0	5	5
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Candidatus Thiodiazotropha	1	60	4	21	47	33	3	5	2	4	76	27	2	0	27	5	0	3	0	22	12
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Sedimenticola	4	71	18	20	92	56	0	239	2	41	109	40	8	409	117	16	0	90	0	43	5
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;uncultured	22	117	82	39	99	87	1	30	3	14	68	63	59	11	95	37	0	23	0	65	19
Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter	0	1	0	11	69	203	0	4	0	30	28	16	0	0	8	0	0	0	0	8	1
Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Contendobacter	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Plasticicumulans	0	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella	4	19	9	2	9	14	6	17	4	1	25	10	7	10	7	25	0	3	0	11	6
Bacteria;Proteobacteria;Gammaproteobacteria;D90;NA;NA	0	0	1	0	2	0	0	1	0	2	6	2	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Rickettsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured	2	6	3	1	0	4	2	8	0	1	4	1	1	1	0	1	0	1	0	5	0
Bacteria;Proteobacteria;Gammaproteobacteria;EC3;NA;NA	0	36	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Ectothiorhodosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Ectothiorhodospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Halofilum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thioalbus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thioalkalivibrio	0	0	0	1	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiogranum	32	228	136	35	99	62	4	21	8	15	77	37	126	94	156	97	0	30	0	58	20
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiohalomonas	0	0	0	0	0	0	0	1	0	0	1	0	0	79	0	0	0	11	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured	1	9	1	2	10	13	0	4	0	4	8	3	1	3	3	1	0	1	0	6	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thioalkalispira-Sulfurivermis	0	0	2	9	24	34	0	130	0	14	23	10	0	5	6	0	0	2	0	8	7
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thiohalophilus	15	50	20	27	101	73	2	29	0	29	62	47	7	122	58	19	0	24	0	61	22
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;uncultured	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Oceanisphaera	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Alteromonas	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Colwellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;Pleionea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Psychromonadaceae;Psychromonas	5	7	9	1	3	1	0	5	0	1	2	2	3	1	19	9	0	5	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium	0	0	0	1	1	0	0	2	0	0	1	1	0	0	4	0	0	1	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	10	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;NA;NA	0	0	0	1	4	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88;NA;NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;FGL7S;NA;NA	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Francisella	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;uncultured	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;NA;NA	0	3	0	1	5	5	0	2	0	0	10	4	0	1	5	0	0	2	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Endothiovibrio	0	1	0	6	10	4	0	1	0	0	15	8	0	0	6	1	0	0	0	8	3
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella	1	80	1	1	4	2	1	2	1	0	9	4	0	1087	17	1	0	366	0	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sulfuriflexus	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Wenzhouxiangella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Granulosicoccales;Granulosicoccaceae;Granulosicoccus	3	5	5	0	0	0	0	0	0	0	1	1	3	2	0	2	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Granulosicoccales;uncultured;NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Halothiobacillales;Halothiobacillaceae;Halothiobacillus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;HgCo23;NA;NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;HglApr721;NA;NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;NA;NA	8	28	75	55	212	104	1	24	3	25	124	138	41	3	67	19	0	5	0	133	56
Bacteria;Proteobacteria;Gammaproteobacteria;I3A;NA;NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;NA;NA	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	0	3	1	1	6	11	2	0	8	1	1	0	1	0	2	2	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured	0	0	0	1	2	0	0	4	0	4	0	0	1	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27;NA;NA	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;MD2904-B13;NA;NA	0	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Marine Methylotrophic Group 2	0	99	0	0	27	7	28	5	12	0	4	5	0	0	4	0	0	0	0	7	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomarinum	0	0	0	6	7	1	0	0	0	0	8	2	0	0	0	0	0	0	0	9	2
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomicrobium	0	5	0	4	17	12	1	57	0	24	19	10	0	22	36	0	0	4	0	6	2
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomonas	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methyloprofundus	0	1	0	0	2	1	0	17	0	0	1	1	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Milano-WF1B-03	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;pItb-vmat-59	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;NA;NA	29	107	104	6	32	16	2	28	0	7	16	12	43	20	41	50	0	20	0	26	11
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrococcales;Nitrococcaceae;Halopeptonella	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga	0	3	0	1	0	0	0	5	0	1	1	0	0	7	1	0	0	4	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;uncultured	1	7	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
